GPS_X	|	GPS_Y		|	Euler_phi		|	Euler_psi		|	Euler_theta	|	Acc_forward	|	Acc_sideways	|	Acc_up	|	Gyro 1	|	Gyro 2	|	Gyro 3	|	Mag_forward	|	Mag_sideways	|	Mag_up	|	Music_Track
438.0	|	288.0	|	2.564049843	|	6.898608695	|	-13.9620852	|	-0.654	|	0.152	|	0.332	|	-1.318	|	43.154	|	43.154	|	0.826	|	0.16	|	0.38	|	0.0
435.0	|	289.0	|	2.58291855	|	7.093835866	|	-13.79019646	|	-0.663	|	0.196	|	0.457	|	-3.465	|	40.897	|	40.897	|	0.829	|	0.19	|	0.34	|	0.0
430.0	|	291.0	|	2.577151081	|	7.281161859	|	-13.62424266	|	-0.664	|	0.221	|	0.522	|	-9.903	|	38.891	|	38.891	|	0.829	|	0.159	|	0.375	|	0.0
429.0	|	292.0	|	2.543825206	|	7.460055545	|	-13.46735156	|	-0.698	|	0.266	|	0.514	|	-17.445	|	36.822	|	36.822	|	0.825	|	0.167	|	0.337	|	0.0
421.0	|	291.0	|	2.492891224	|	7.624975719	|	-13.32542675	|	-0.749	|	0.301	|	0.51	|	-21.738	|	33.123	|	33.123	|	0.825	|	0.162	|	0.385	|	0.0
419.0	|	290.0	|	2.456241344	|	7.765546461	|	-13.21209268	|	-0.86	|	0.318	|	0.593	|	-17.016	|	26.478	|	26.478	|	0.831	|	0.18	|	0.361	|	0.0
412.0	|	290.0	|	2.452337789	|	7.900935635	|	-13.10535751	|	-0.934	|	0.27	|	0.714	|	-7.512	|	24.785	|	24.785	|	0.834	|	0.169	|	0.375	|	0.0
406.0	|	290.0	|	2.473988249	|	8.04546236	|	-12.99061412	|	-0.973	|	0.233	|	0.811	|	-0.889	|	27.105	|	27.105	|	0.829	|	0.188	|	0.351	|	0.0
404.0	|	289.0	|	2.519110446	|	8.175307937	|	-12.88997633	|	-0.974	|	0.267	|	0.902	|	5.304	|	23.281	|	23.281	|	0.834	|	0.172	|	0.38	|	0.0
402.0	|	290.0	|	2.579017139	|	8.290349553	|	-12.80282882	|	-0.874	|	0.336	|	0.912	|	8.248	|	19.77	|	19.77	|	0.826	|	0.169	|	0.342	|	0.0
399.0	|	289.0	|	2.645922162	|	8.392747107	|	-12.72972139	|	-0.848	|	0.346	|	0.874	|	10.21	|	16.51	|	16.51	|	0.829	|	0.182	|	0.38	|	0.0
395.0	|	286.0	|	2.70696556	|	8.494701351	|	-12.65967595	|	-0.819	|	0.253	|	0.864	|	9.842	|	16.009	|	16.009	|	0.821	|	0.185	|	0.34	|	0.0
392.0	|	283.0	|	2.755323642	|	8.592472844	|	-12.59432465	|	-0.78	|	0.196	|	0.78	|	7.573	|	14.692	|	14.692	|	0.841	|	0.175	|	0.377	|	0.0
390.0	|	282.0	|	2.791146529	|	8.669169	|	-12.55288764	|	-0.755	|	0.192	|	0.634	|	5.12	|	9.05	|	9.05	|	0.831	|	0.177	|	0.354	|	0.0
388.0	|	283.0	|	2.827354708	|	8.725261384	|	-12.53364772	|	-0.736	|	0.209	|	0.519	|	5.733	|	3.596	|	3.596	|	0.844	|	0.175	|	0.38	|	0.0
387.0	|	284.0	|	2.874202922	|	8.763973241	|	-12.53315305	|	-0.711	|	0.265	|	0.471	|	8.064	|	-0.729	|	-0.729	|	0.828	|	0.194	|	0.359	|	0.0
386.0	|	285.0	|	2.923122694	|	8.785324359	|	-12.54808288	|	-0.64	|	0.297	|	0.453	|	8.493	|	-5.055	|	-5.055	|	0.831	|	0.164	|	0.392	|	0.0
385.0	|	286.0	|	2.971520109	|	8.785820589	|	-12.58607965	|	-0.598	|	0.324	|	0.438	|	8.37	|	-10.258	|	-10.258	|	0.838	|	0.196	|	0.358	|	0.0
385.0	|	287.0	|	3.019498843	|	8.767724116	|	-12.6442773	|	-0.611	|	0.345	|	0.401	|	8.922	|	-15.211	|	-15.211	|	0.828	|	0.19	|	0.378	|	0.0
385.0	|	288.0	|	3.063487166	|	8.732768863	|	-12.72370634	|	-0.692	|	0.348	|	0.366	|	9.229	|	-20.101	|	-20.101	|	0.835	|	0.199	|	0.352	|	0.0
386.0	|	288.0	|	3.105099854	|	8.680813651	|	-12.8235204	|	-0.756	|	0.323	|	0.288	|	10.21	|	-25.116	|	-25.116	|	0.825	|	0.18	|	0.38	|	0.0
387.0	|	288.0	|	3.140338632	|	8.611774032	|	-12.94590447	|	-0.795	|	0.274	|	0.18	|	10.087	|	-30.068	|	-30.068	|	0.831	|	0.209	|	0.354	|	0.0
387.0	|	287.0	|	3.156959339	|	8.522289788	|	-13.09229533	|	-0.817	|	0.221	|	0.071	|	7.021	|	-35.899	|	-35.899	|	0.821	|	0.194	|	0.384	|	0.0
387.0	|	287.0	|	3.162163176	|	8.418414153	|	-13.2560387	|	-0.793	|	0.166	|	-0.012	|	5.304	|	-39.973	|	-39.973	|	0.818	|	0.194	|	0.359	|	0.0
387.0	|	287.0	|	3.172134914	|	8.31541343	|	-13.41919724	|	-0.729	|	0.118	|	-0.072	|	6.96	|	-39.848	|	-39.848	|	0.821	|	0.191	|	0.389	|	0.0
385.0	|	287.0	|	3.204005139	|	8.218742103	|	-13.57607853	|	-0.656	|	0.077	|	-0.052	|	12.724	|	-38.218	|	-38.218	|	0.817	|	0.196	|	0.366	|	0.0
386.0	|	287.0	|	3.252648303	|	8.144388895	|	-13.7089374	|	-0.667	|	-0.006	|	0.113	|	17.691	|	-32.263	|	-32.263	|	0.835	|	0.201	|	0.394	|	0.0
385.0	|	287.0	|	3.308396324	|	8.111418846	|	-13.79633853	|	-0.894	|	-0.164	|	0.518	|	20.082	|	-20.728	|	-20.728	|	0.817	|	0.224	|	0.361	|	0.0
384.0	|	287.0	|	3.338877358	|	8.071976613	|	-13.88762461	|	-1.161	|	-0.295	|	1.12	|	15.238	|	-22.044	|	-22.044	|	0.818	|	0.194	|	0.387	|	0.0
384.0	|	287.0	|	3.326754719	|	7.990894183	|	-14.02477676	|	-1.237	|	-0.396	|	1.328	|	6.776	|	-33.015	|	-33.015	|	0.818	|	0.191	|	0.354	|	0.0
384.0	|	287.0	|	3.299663571	|	7.926111446	|	-14.14310085	|	-1.139	|	-0.487	|	0.999	|	2.913	|	-28.188	|	-28.188	|	0.82	|	0.204	|	0.384	|	0.0
384.0	|	287.0	|	3.277256459	|	7.892662368	|	-14.22513532	|	-1.027	|	-0.501	|	0.72	|	3.097	|	-19.474	|	-19.474	|	0.821	|	0.199	|	0.361	|	0.0
384.0	|	288.0	|	3.290865085	|	7.882141776	|	-14.28259974	|	-1.037	|	-0.39	|	0.589	|	10.394	|	-13.832	|	-13.832	|	0.828	|	0.193	|	0.394	|	0.0
383.0	|	288.0	|	3.335063498	|	7.829474963	|	-14.39062324	|	-1.103	|	-0.262	|	0.588	|	18.427	|	-25.931	|	-25.931	|	0.832	|	0.211	|	0.351	|	0.0
383.0	|	289.0	|	3.378803521	|	7.750333337	|	-14.52794708	|	-1.086	|	-0.183	|	0.626	|	18.733	|	-33.328	|	-33.328	|	0.814	|	0.19	|	0.385	|	0.0
382.0	|	288.0	|	3.411543301	|	7.69110657	|	-14.64194212	|	-1.007	|	-0.069	|	0.599	|	14.012	|	-28.125	|	-28.125	|	0.823	|	0.175	|	0.363	|	0.0
381.0	|	288.0	|	3.425113773	|	7.656145426	|	-14.73044597	|	-0.987	|	-0.047	|	0.428	|	7.634	|	-21.605	|	-21.605	|	0.821	|	0.209	|	0.398	|	0.0
380.0	|	288.0	|	3.428512064	|	7.619932023	|	-14.8206116	|	-1.006	|	-0.246	|	0.367	|	7.144	|	-21.543	|	-21.543	|	0.818	|	0.222	|	0.368	|	0.0
378.0	|	289.0	|	3.447122732	|	7.563505222	|	-14.93156228	|	-1.061	|	-0.399	|	0.485	|	13.214	|	-26.495	|	-26.495	|	0.82	|	0.214	|	0.396	|	0.0
378.0	|	289.0	|	3.492239256	|	7.47821953	|	-15.07550912	|	-1.077	|	-0.445	|	0.589	|	21.431	|	-34.206	|	-34.206	|	0.808	|	0.224	|	0.365	|	0.0
378.0	|	289.0	|	3.541744046	|	7.385341894	|	-15.22726188	|	-1.018	|	-0.354	|	0.567	|	22.351	|	-36.526	|	-36.526	|	0.825	|	0.201	|	0.396	|	0.0
378.0	|	289.0	|	3.57784911	|	7.319832571	|	-15.34852368	|	-0.989	|	-0.279	|	0.467	|	17.139	|	-29.379	|	-29.379	|	0.812	|	0.191	|	0.361	|	0.0
378.0	|	289.0	|	3.606942997	|	7.276982777	|	-15.44630477	|	-1.008	|	-0.246	|	0.372	|	13.889	|	-23.423	|	-23.423	|	0.808	|	0.225	|	0.394	|	0.0
378.0	|	289.0	|	3.639809903	|	7.230672108	|	-15.54930293	|	-1.019	|	-0.231	|	0.294	|	14.625	|	-24.489	|	-24.489	|	0.803	|	0.241	|	0.363	|	0.0
377.0	|	290.0	|	3.681238689	|	7.172747817	|	-15.66426546	|	-0.993	|	-0.237	|	0.274	|	17.445	|	-27.624	|	-27.624	|	0.82	|	0.222	|	0.392	|	0.0
377.0	|	291.0	|	3.723970942	|	7.110491925	|	-15.7845051	|	-0.96	|	-0.272	|	0.31	|	18.365	|	-28.689	|	-28.689	|	0.812	|	0.233	|	0.377	|	0.0
376.0	|	292.0	|	3.755293561	|	7.044661148	|	-15.9073514	|	-0.978	|	-0.327	|	0.352	|	16.158	|	-29.442	|	-29.442	|	0.794	|	0.214	|	0.401	|	0.0
375.0	|	294.0	|	3.771016625	|	6.977285324	|	-16.03195141	|	-0.971	|	-0.377	|	0.339	|	12.601	|	-29.692	|	-29.692	|	0.817	|	0.229	|	0.366	|	0.0
374.0	|	293.0	|	3.777137886	|	6.91582379	|	-16.14860822	|	-0.935	|	-0.405	|	0.274	|	10.271	|	-27.874	|	-27.874	|	0.812	|	0.22	|	0.399	|	0.0
376.0	|	292.0	|	3.777462965	|	6.863936928	|	-16.2549553	|	-0.926	|	-0.429	|	0.238	|	8.554	|	-25.179	|	-25.179	|	0.793	|	0.235	|	0.377	|	0.0
374.0	|	293.0	|	3.773957303	|	6.820553694	|	-16.35092845	|	-0.914	|	-0.43	|	0.224	|	7.328	|	-22.796	|	-22.796	|	0.799	|	0.23	|	0.389	|	0.0
373.0	|	293.0	|	3.766770678	|	6.787652767	|	-16.43612367	|	-0.904	|	-0.41	|	0.216	|	5.795	|	-20.038	|	-20.038	|	0.799	|	0.25	|	0.378	|	0.0
371.0	|	292.0	|	3.748378087	|	6.75856845	|	-16.5155677	|	-0.889	|	-0.394	|	0.209	|	2.79	|	-18.972	|	-18.972	|	0.8	|	0.225	|	0.394	|	0.0
370.0	|	293.0	|	3.721895045	|	6.729167344	|	-16.59602073	|	-0.882	|	-0.373	|	0.217	|	0.521	|	-19.16	|	-19.16	|	0.803	|	0.233	|	0.366	|	0.0
372.0	|	293.0	|	3.686991981	|	6.704823322	|	-16.67005236	|	-0.882	|	-0.374	|	0.238	|	-1.748	|	-17.719	|	-17.719	|	0.818	|	0.232	|	0.401	|	0.0
373.0	|	294.0	|	3.63980687	|	6.686528835	|	-16.73777131	|	-0.896	|	-0.392	|	0.246	|	-5.059	|	-16.026	|	-16.026	|	0.788	|	0.24	|	0.37	|	0.0
371.0	|	293.0	|	3.581894412	|	6.671750577	|	-16.79990448	|	-0.879	|	-0.418	|	0.239	|	-7.573	|	-14.835	|	-14.835	|	0.79	|	0.227	|	0.394	|	0.0
372.0	|	294.0	|	3.512668026	|	6.66322892	|	-16.85505248	|	-0.861	|	-0.419	|	0.241	|	-10.639	|	-13.079	|	-13.079	|	0.805	|	0.238	|	0.368	|	0.0
376.0	|	294.0	|	3.427345743	|	6.660898592	|	-16.90219436	|	-0.885	|	-0.444	|	0.262	|	-14.809	|	-11.261	|	-11.261	|	0.812	|	0.232	|	0.392	|	0.0
378.0	|	295.0	|	3.335221724	|	6.656738738	|	-16.95164077	|	-0.912	|	-0.456	|	0.284	|	-16.526	|	-11.763	|	-11.763	|	0.797	|	0.233	|	0.361	|	0.0
374.0	|	291.0	|	3.241646947	|	6.65702733	|	-16.99629019	|	-0.929	|	-0.413	|	0.288	|	-17.445	|	-10.76	|	-10.76	|	0.806	|	0.23	|	0.401	|	0.0
375.0	|	292.0	|	3.139770356	|	6.667625123	|	-17.02999353	|	-0.922	|	-0.373	|	0.317	|	-20.266	|	-8.127	|	-8.127	|	0.826	|	0.238	|	0.358	|	0.0
376.0	|	294.0	|	3.026207901	|	6.685113743	|	-17.05509269	|	-0.934	|	-0.365	|	0.35	|	-23.516	|	-6.246	|	-6.246	|	0.811	|	0.22	|	0.382	|	0.0
379.0	|	297.0	|	2.915020938	|	6.708350163	|	-17.07415574	|	-0.931	|	-0.382	|	0.388	|	-22.964	|	-4.616	|	-4.616	|	0.812	|	0.233	|	0.351	|	0.0
383.0	|	300.0	|	2.802878617	|	6.740115813	|	-17.08160825	|	-0.913	|	-0.44	|	0.395	|	-22.842	|	-1.921	|	-1.921	|	0.809	|	0.217	|	0.378	|	0.0
386.0	|	302.0	|	2.676464168	|	6.781575722	|	-17.07836631	|	-0.909	|	-0.475	|	0.377	|	-26.582	|	0.838	|	0.838	|	0.812	|	0.227	|	0.359	|	0.0
389.0	|	301.0	|	2.545739905	|	6.828274779	|	-17.06758886	|	-0.911	|	-0.502	|	0.419	|	-27.563	|	2.468	|	2.468	|	0.82	|	0.209	|	0.38	|	0.0
389.0	|	301.0	|	2.418757376	|	6.879473495	|	-17.05358576	|	-0.922	|	-0.504	|	0.488	|	-26.827	|	3.596	|	3.596	|	0.821	|	0.237	|	0.351	|	0.0
389.0	|	300.0	|	2.298091422	|	6.937375696	|	-17.03094694	|	-0.927	|	-0.493	|	0.551	|	-25.417	|	5.414	|	5.414	|	0.832	|	0.217	|	0.378	|	0.0
387.0	|	300.0	|	2.183828438	|	7.005845251	|	-16.99773468	|	-0.929	|	-0.487	|	0.627	|	-24.191	|	8.173	|	8.173	|	0.812	|	0.224	|	0.332	|	0.0
390.0	|	303.0	|	2.070340465	|	7.083747815	|	-16.95218724	|	-0.963	|	-0.475	|	0.713	|	-24.375	|	10.68	|	10.68	|	0.826	|	0.191	|	0.37	|	0.0
390.0	|	304.0	|	1.971255085	|	7.166557762	|	-16.90245606	|	-0.997	|	-0.45	|	0.803	|	-21.186	|	11.746	|	11.746	|	0.843	|	0.201	|	0.344	|	0.0
392.0	|	305.0	|	1.8904812	|	7.259925565	|	-16.84153827	|	-1.013	|	-0.406	|	0.815	|	-17.262	|	14.316	|	14.316	|	0.841	|	0.19	|	0.356	|	0.0
391.0	|	308.0	|	1.827248918	|	7.363831949	|	-16.77267743	|	-1.029	|	-0.353	|	0.796	|	-13.828	|	16.698	|	16.698	|	0.849	|	0.224	|	0.34	|	0.0
395.0	|	309.0	|	1.78421291	|	7.482733903	|	-16.68552021	|	-1.017	|	-0.284	|	0.814	|	-9.658	|	20.522	|	20.522	|	0.85	|	0.182	|	0.372	|	0.0
394.0	|	310.0	|	1.763624465	|	7.623992523	|	-16.57629479	|	-0.969	|	-0.183	|	0.825	|	-5.795	|	26.039	|	26.039	|	0.828	|	0.193	|	0.328	|	5.0
398.0	|	311.0	|	1.749910696	|	7.779363924	|	-16.45255155	|	-0.92	|	-0.078	|	0.755	|	-5.856	|	29.487	|	29.487	|	0.838	|	0.196	|	0.359	|	5.0
398.0	|	312.0	|	1.742483987	|	7.944509711	|	-16.31865214	|	-0.914	|	0.006	|	0.642	|	-5.979	|	31.932	|	31.932	|	0.837	|	0.196	|	0.33	|	5.0
400.0	|	313.0	|	1.749095588	|	8.116326566	|	-16.17747977	|	-0.939	|	0.052	|	0.576	|	-3.403	|	33.687	|	33.687	|	0.849	|	0.198	|	0.347	|	5.0
400.0	|	316.0	|	1.773835732	|	8.283507483	|	-16.04128795	|	-0.951	|	0.094	|	0.579	|	0.705	|	32.496	|	32.496	|	0.843	|	0.204	|	0.333	|	5.0
401.0	|	316.0	|	1.811819205	|	8.442666765	|	-15.91136282	|	-0.924	|	0.181	|	0.631	|	3.158	|	30.553	|	30.553	|	0.85	|	0.193	|	0.358	|	5.0
401.0	|	317.0	|	1.848744237	|	8.595475174	|	-15.78656412	|	-0.868	|	0.269	|	0.678	|	1.564	|	29.236	|	29.236	|	0.838	|	0.203	|	0.335	|	5.0
405.0	|	318.0	|	1.888833751	|	8.739933785	|	-15.6672006	|	-0.845	|	0.341	|	0.706	|	1.625	|	27.418	|	27.418	|	0.844	|	0.186	|	0.368	|	5.0
407.0	|	317.0	|	1.935043083	|	8.861585326	|	-15.57085831	|	-0.843	|	0.414	|	0.729	|	3.035	|	21.839	|	21.839	|	0.843	|	0.198	|	0.33	|	5.0
404.0	|	316.0	|	1.978617961	|	8.949108929	|	-15.50809134	|	-0.847	|	0.493	|	0.726	|	2.974	|	13.25	|	13.25	|	0.847	|	0.183	|	0.363	|	5.0
407.0	|	316.0	|	2.014183579	|	9.001709337	|	-15.48365955	|	-0.908	|	0.576	|	0.745	|	1.87	|	4.286	|	4.286	|	0.835	|	0.209	|	0.342	|	5.0
407.0	|	316.0	|	2.047754427	|	9.02430143	|	-15.49023961	|	-0.936	|	0.652	|	0.764	|	2.177	|	-3.362	|	-3.362	|	0.841	|	0.211	|	0.368	|	5.0
407.0	|	317.0	|	2.085173227	|	9.028517814	|	-15.51598254	|	-0.936	|	0.701	|	0.8	|	3.526	|	-7.939	|	-7.939	|	0.823	|	0.217	|	0.347	|	5.0
409.0	|	317.0	|	2.124601521	|	9.015588817	|	-15.5598415	|	-0.923	|	0.69	|	0.819	|	4.814	|	-12.515	|	-12.515	|	0.832	|	0.211	|	0.366	|	5.0
411.0	|	317.0	|	2.161565694	|	8.977797079	|	-15.63302579	|	-0.903	|	0.615	|	0.81	|	5.733	|	-19.474	|	-19.474	|	0.835	|	0.22	|	0.339	|	5.0
413.0	|	318.0	|	2.182449738	|	8.915685572	|	-15.73496813	|	-0.875	|	0.522	|	0.769	|	3.403	|	-26.432	|	-26.432	|	0.846	|	0.222	|	0.359	|	5.0
416.0	|	315.0	|	2.200646974	|	8.825527623	|	-15.86876297	|	-0.817	|	0.477	|	0.744	|	3.955	|	-33.955	|	-33.955	|	0.817	|	0.23	|	0.339	|	5.0
434.0	|	304.0	|	2.237210339	|	8.723774606	|	-16.01658032	|	-0.778	|	0.421	|	0.759	|	9.474	|	-37.278	|	-37.278	|	0.812	|	0.235	|	0.356	|	5.0
457.0	|	293.0	|	2.282789666	|	8.635041351	|	-16.15354476	|	-0.801	|	0.328	|	0.746	|	12.601	|	-34.519	|	-34.519	|	0.821	|	0.233	|	0.339	|	5.0
468.0	|	282.0	|	2.322966519	|	8.558098459	|	-16.28094044	|	-0.803	|	0.209	|	0.679	|	12.54	|	-32.012	|	-32.012	|	0.828	|	0.232	|	0.366	|	5.0
470.0	|	282.0	|	2.366191615	|	8.48014958	|	-16.4110917	|	-0.783	|	0.142	|	0.586	|	14.318	|	-32.513	|	-32.513	|	0.823	|	0.23	|	0.335	|	5.0
464.0	|	283.0	|	2.419538321	|	8.392199735	|	-16.55311842	|	-0.777	|	0.12	|	0.547	|	17.629	|	-35.272	|	-35.272	|	0.826	|	0.238	|	0.365	|	5.0
458.0	|	286.0	|	2.475541714	|	8.294260629	|	-16.70595226	|	-0.782	|	0.099	|	0.57	|	19.101	|	-38.03	|	-38.03	|	0.817	|	0.224	|	0.351	|	5.0
452.0	|	287.0	|	2.540464409	|	8.194797432	|	-16.86117692	|	-0.786	|	0.055	|	0.578	|	22.167	|	-38.532	|	-38.532	|	0.829	|	0.227	|	0.365	|	5.0
449.0	|	289.0	|	2.608779414	|	8.098111916	|	-17.01438875	|	-0.736	|	0.013	|	0.533	|	23.516	|	-37.842	|	-37.842	|	0.834	|	0.235	|	0.347	|	5.0
442.0	|	289.0	|	2.676711233	|	8.00088443	|	-17.16912727	|	-0.677	|	-0.009	|	0.41	|	23.7	|	-38.03	|	-38.03	|	0.823	|	0.24	|	0.363	|	5.0
427.0	|	287.0	|	2.747905329	|	7.909010616	|	-17.31677954	|	-0.637	|	0.02	|	0.246	|	23.639	|	-36.651	|	-36.651	|	0.82	|	0.212	|	0.323	|	5.0
417.0	|	292.0	|	2.81452079	|	7.827930185	|	-17.45228671	|	-0.588	|	0.055	|	0.101	|	21.186	|	-33.767	|	-33.767	|	0.84	|	0.217	|	0.377	|	5.0
416.0	|	302.0	|	2.860333171	|	7.761136099	|	-17.57207655	|	-0.572	|	0.084	|	-0.027	|	14.502	|	-29.88	|	-29.88	|	0.82	|	0.224	|	0.345	|	5.0
415.0	|	312.0	|	2.877625757	|	7.708337895	|	-17.67558661	|	-0.549	|	0.08	|	-0.123	|	6.653	|	-26.119	|	-26.119	|	0.832	|	0.212	|	0.361	|	5.0
415.0	|	324.0	|	2.878921358	|	7.666209878	|	-17.76829984	|	-0.505	|	0.053	|	-0.178	|	2.483	|	-23.298	|	-23.298	|	0.831	|	0.229	|	0.352	|	5.0
417.0	|	334.0	|	2.8729389	|	7.632705873	|	-17.84982871	|	-0.418	|	0.034	|	-0.192	|	0.644	|	-20.978	|	-20.978	|	0.828	|	0.194	|	0.373	|	5.0
418.0	|	339.0	|	2.847464093	|	7.604413002	|	-17.92624999	|	-0.368	|	0.012	|	-0.159	|	-4.078	|	-19.599	|	-19.599	|	0.835	|	0.203	|	0.339	|	5.0
411.0	|	344.0	|	2.805910542	|	7.585674489	|	-17.99346053	|	-0.35	|	-0.007	|	-0.098	|	-7.941	|	-17.029	|	-17.029	|	0.826	|	0.225	|	0.372	|	5.0
399.0	|	345.0	|	2.748678155	|	7.588715587	|	-18.0341137	|	-0.377	|	-0.062	|	-0.001	|	-10.884	|	-10.885	|	-10.885	|	0.826	|	0.177	|	0.347	|	5.0
386.0	|	340.0	|	2.668430909	|	7.607500524	|	-18.05437421	|	-0.437	|	-0.132	|	0.2	|	-15.483	|	-5.995	|	-5.995	|	0.835	|	0.17	|	0.372	|	5.0
369.0	|	338.0	|	2.555727664	|	7.645785149	|	-18.0488655	|	-0.518	|	-0.219	|	0.549	|	-22.903	|	0.211	|	0.211	|	0.844	|	0.188	|	0.361	|	5.0
345.0	|	338.0	|	2.397088867	|	7.685922185	|	-18.03133307	|	-0.603	|	-0.344	|	1.068	|	-33.143	|	2.468	|	2.468	|	0.835	|	0.17	|	0.358	|	5.0
316.0	|	337.0	|	2.226672103	|	7.697936751	|	-18.03844321	|	-0.71	|	-0.406	|	1.469	|	-35.044	|	-4.428	|	-4.428	|	0.85	|	0.146	|	0.34	|	5.0
289.0	|	334.0	|	2.127523072	|	7.706192493	|	-18.05970714	|	-0.857	|	-0.291	|	1.301	|	-18.549	|	-7.563	|	-7.563	|	0.853	|	0.157	|	0.363	|	5.0
268.0	|	326.0	|	2.080655227	|	7.711848183	|	-18.0879968	|	-0.814	|	-0.225	|	0.92	|	-6.101	|	-9.005	|	-9.005	|	0.843	|	0.151	|	0.34	|	5.0
253.0	|	318.0	|	2.033048216	|	7.7191241	|	-18.11638145	|	-0.73	|	-0.146	|	0.726	|	-7.266	|	-9.005	|	-9.005	|	0.856	|	0.154	|	0.354	|	5.0
243.0	|	313.0	|	2.007462263	|	7.768897643	|	-18.09969794	|	-0.854	|	-0.105	|	0.778	|	-4.2	|	1.966	|	1.966	|	0.844	|	0.151	|	0.339	|	5.0
245.0	|	308.0	|	2.031215712	|	7.894048654	|	-17.99904057	|	-0.889	|	-0.214	|	0.916	|	7.021	|	22.529	|	22.529	|	0.861	|	0.147	|	0.351	|	5.0
252.0	|	309.0	|	2.075109398	|	8.046865127	|	-17.86449642	|	-0.742	|	-0.224	|	1.021	|	11.927	|	30.49	|	30.49	|	0.877	|	0.152	|	0.332	|	5.0
258.0	|	310.0	|	2.104930781	|	8.170158427	|	-17.76179318	|	-0.674	|	-0.108	|	1.068	|	8.248	|	22.215	|	22.215	|	0.85	|	0.157	|	0.354	|	5.0
265.0	|	315.0	|	2.130970705	|	8.277200835	|	-17.67680429	|	-0.746	|	-0.031	|	1.0	|	6.163	|	17.451	|	17.451	|	0.852	|	0.131	|	0.33	|	5.0
263.0	|	321.0	|	2.18093621	|	8.405370562	|	-17.57351785	|	-0.84	|	-0.051	|	0.836	|	11.314	|	22.779	|	22.779	|	0.856	|	0.143	|	0.347	|	5.0
258.0	|	323.0	|	2.261322983	|	8.544202516	|	-17.46098624	|	-0.876	|	-0.143	|	0.678	|	19.53	|	25.726	|	25.726	|	0.861	|	0.157	|	0.332	|	5.0
251.0	|	317.0	|	2.368023387	|	8.672936451	|	-17.35921399	|	-0.859	|	-0.193	|	0.654	|	27.318	|	23.281	|	23.281	|	0.855	|	0.16	|	0.349	|	5.0
246.0	|	305.0	|	2.490767992	|	8.794328973	|	-17.26395668	|	-0.849	|	-0.207	|	0.693	|	31.978	|	21.526	|	21.526	|	0.853	|	0.151	|	0.354	|	5.0
242.0	|	294.0	|	2.617931714	|	8.916781286	|	-17.16778621	|	-0.875	|	-0.195	|	0.71	|	32.837	|	21.776	|	21.776	|	0.835	|	0.154	|	0.373	|	5.0
235.0	|	295.0	|	2.742679816	|	9.047727875	|	-17.06138251	|	-0.856	|	-0.186	|	0.688	|	31.672	|	24.096	|	24.096	|	0.858	|	0.151	|	0.349	|	5.0
233.0	|	299.0	|	2.862313081	|	9.18887301	|	-16.9439515	|	-0.85	|	-0.165	|	0.651	|	29.587	|	26.791	|	26.791	|	0.846	|	0.154	|	0.368	|	5.0
233.0	|	302.0	|	2.98111153	|	9.336841456	|	-16.82078928	|	-0.838	|	-0.123	|	0.59	|	28.299	|	28.421	|	28.421	|	0.841	|	0.177	|	0.359	|	5.0
234.0	|	302.0	|	3.100633183	|	9.498913354	|	-16.68011751	|	-0.822	|	-0.104	|	0.55	|	27.563	|	32.308	|	32.308	|	0.831	|	0.156	|	0.382	|	5.0
239.0	|	298.0	|	3.216885571	|	9.67344231	|	-16.5243006	|	-0.789	|	-0.108	|	0.56	|	26.153	|	35.819	|	35.819	|	0.838	|	0.154	|	0.366	|	5.0
252.0	|	286.0	|	3.325997581	|	9.859025934	|	-16.35437492	|	-0.773	|	-0.13	|	0.575	|	24.129	|	39.079	|	39.079	|	0.823	|	0.144	|	0.389	|	5.0
263.0	|	270.0	|	3.433801218	|	10.04785449	|	-16.18072574	|	-0.799	|	-0.137	|	0.583	|	23.455	|	40.019	|	40.019	|	0.815	|	0.149	|	0.375	|	5.0
266.0	|	268.0	|	3.540944933	|	10.23722982	|	-16.00739575	|	-0.835	|	-0.132	|	0.58	|	22.903	|	40.144	|	40.144	|	0.812	|	0.167	|	0.406	|	5.0
264.0	|	275.0	|	3.645711154	|	10.4287432	|	-15.83176002	|	-0.837	|	-0.095	|	0.573	|	21.431	|	40.646	|	40.646	|	0.823	|	0.177	|	0.396	|	5.0
267.0	|	282.0	|	3.754579636	|	10.62120383	|	-15.65348129	|	-0.85	|	-0.022	|	0.532	|	21.186	|	40.834	|	40.834	|	0.811	|	0.159	|	0.405	|	5.0
270.0	|	286.0	|	3.870130411	|	10.81440418	|	-15.47432189	|	-0.856	|	0.06	|	0.464	|	21.247	|	41.022	|	41.022	|	0.821	|	0.177	|	0.392	|	5.0
275.0	|	284.0	|	3.993359776	|	10.99908274	|	-15.30274708	|	-0.888	|	0.111	|	0.44	|	22.842	|	38.828	|	38.828	|	0.825	|	0.16	|	0.408	|	5.0
286.0	|	282.0	|	4.120001006	|	11.16782094	|	-15.14799238	|	-0.934	|	0.18	|	0.475	|	23.577	|	34.628	|	34.628	|	0.826	|	0.16	|	0.398	|	5.0
291.0	|	281.0	|	4.24325235	|	11.33383423	|	-14.99649447	|	-0.957	|	0.211	|	0.528	|	22.351	|	34.001	|	34.001	|	0.812	|	0.182	|	0.427	|	5.0
