GPS_X	|	GPS_Y		|	Euler_phi		|	Euler_psi		|	Euler_theta	|	Acc_forward	|	Acc_sideways	|	Acc_up	|	Gyro 1	|	Gyro 2	|	Gyro 3	|	Mag_forward	|	Mag_sideways	|	Mag_up	|	Music_Track
286.0	|	284.0	|	4.355193982	|	11.49247462	|	-14.85072822	|	-0.939	|	0.254	|	0.608	|	19.224	|	32.183	|	32.183	|	0.788	|	0.16	|	0.405	|	5.0
276.0	|	297.0	|	4.456611719	|	11.62958254	|	-14.72767678	|	-0.929	|	0.34	|	0.668	|	16.526	|	26.603	|	26.603	|	0.793	|	0.165	|	0.422	|	5.0
268.0	|	312.0	|	4.548010509	|	11.72931769	|	-14.64679394	|	-0.959	|	0.432	|	0.687	|	15.115	|	16.636	|	16.636	|	0.799	|	0.17	|	0.411	|	5.0
258.0	|	325.0	|	4.619635254	|	11.79665526	|	-14.60270448	|	-0.967	|	0.497	|	0.653	|	11.375	|	7.922	|	7.922	|	0.796	|	0.167	|	0.436	|	5.0
252.0	|	335.0	|	4.672676223	|	11.83875539	|	-14.58756712	|	-0.952	|	0.545	|	0.655	|	7.512	|	1.214	|	1.214	|	0.802	|	0.177	|	0.42	|	5.0
247.0	|	344.0	|	4.72093946	|	11.87525714	|	-14.57994157	|	-0.923	|	0.496	|	0.706	|	7.021	|	-0.541	|	-0.541	|	0.784	|	0.175	|	0.432	|	5.0
244.0	|	350.0	|	4.760139645	|	11.90160744	|	-14.58835198	|	-0.889	|	0.393	|	0.756	|	6.347	|	-3.864	|	-3.864	|	0.781	|	0.194	|	0.422	|	5.0
243.0	|	353.0	|	4.778823364	|	11.90795099	|	-14.62408287	|	-0.861	|	0.284	|	0.772	|	3.894	|	-10.008	|	-10.008	|	0.769	|	0.193	|	0.439	|	5.0
243.0	|	357.0	|	4.786761902	|	11.89208174	|	-14.68922347	|	-0.869	|	0.211	|	0.743	|	3.71	|	-16.527	|	-16.527	|	0.778	|	0.198	|	0.418	|	5.0
240.0	|	363.0	|	4.792057261	|	11.86003624	|	-14.77427537	|	-0.859	|	0.172	|	0.678	|	4.691	|	-21.166	|	-21.166	|	0.772	|	0.188	|	0.431	|	5.0
235.0	|	367.0	|	4.794836664	|	11.81874123	|	-14.87189556	|	-0.822	|	0.149	|	0.604	|	4.752	|	-23.799	|	-23.799	|	0.776	|	0.203	|	0.424	|	5.0
232.0	|	372.0	|	4.794834267	|	11.77007836	|	-14.97758816	|	-0.769	|	0.18	|	0.519	|	3.71	|	-25.743	|	-25.743	|	0.772	|	0.207	|	0.439	|	5.0
227.0	|	374.0	|	4.789138614	|	11.71761299	|	-15.08771967	|	-0.714	|	0.205	|	0.466	|	1.625	|	-26.62	|	-26.62	|	0.779	|	0.227	|	0.413	|	5.0
220.0	|	373.0	|	4.773553793	|	11.65954622	|	-15.20169247	|	-0.673	|	0.232	|	0.402	|	-1.196	|	-28.0	|	-28.0	|	0.782	|	0.204	|	0.443	|	5.0
210.0	|	371.0	|	4.742100662	|	11.59897563	|	-15.31910789	|	-0.62	|	0.228	|	0.311	|	-5.549	|	-28.564	|	-28.564	|	0.784	|	0.224	|	0.424	|	5.0
204.0	|	369.0	|	4.692985087	|	11.53384803	|	-15.44155046	|	-0.556	|	0.206	|	0.211	|	-9.842	|	-29.818	|	-29.818	|	0.773	|	0.216	|	0.439	|	5.0
200.0	|	365.0	|	4.63263725	|	11.46278168	|	-15.57200409	|	-0.48	|	0.161	|	0.128	|	-12.049	|	-31.573	|	-31.573	|	0.776	|	0.22	|	0.422	|	5.0
197.0	|	360.0	|	4.567187411	|	11.38594669	|	-15.71100018	|	-0.411	|	0.107	|	0.059	|	-12.233	|	-33.391	|	-33.391	|	0.772	|	0.225	|	0.434	|	5.0
197.0	|	357.0	|	4.50383531	|	11.3020748	|	-15.85863772	|	-0.331	|	0.068	|	0.022	|	-10.7	|	-35.46	|	-35.46	|	0.781	|	0.214	|	0.411	|	5.0
203.0	|	357.0	|	4.450205238	|	11.20788952	|	-16.01701698	|	-0.253	|	0.061	|	0.03	|	-8.002	|	-38.218	|	-38.218	|	0.785	|	0.206	|	0.438	|	5.0
208.0	|	356.0	|	4.410853297	|	11.09700132	|	-16.19127754	|	-0.209	|	0.088	|	0.084	|	-5.549	|	-42.168	|	-42.168	|	0.785	|	0.225	|	0.406	|	5.0
217.0	|	358.0	|	4.39511076	|	10.96670393	|	-16.37825595	|	-0.193	|	0.145	|	0.123	|	-1.625	|	-45.804	|	-45.804	|	0.791	|	0.224	|	0.424	|	5.0
223.0	|	357.0	|	4.399830044	|	10.81357155	|	-16.58141446	|	-0.179	|	0.205	|	0.119	|	2.545	|	-50.192	|	-50.192	|	0.802	|	0.204	|	0.403	|	5.0
228.0	|	357.0	|	4.410318827	|	10.64129375	|	-16.79810806	|	-0.117	|	0.197	|	0.084	|	3.342	|	-53.577	|	-53.577	|	0.79	|	0.201	|	0.417	|	5.0
232.0	|	356.0	|	4.403370072	|	10.43878943	|	-17.03211158	|	-0.025	|	0.125	|	0.037	|	-1.686	|	-57.903	|	-57.903	|	0.808	|	0.198	|	0.41	|	5.0
238.0	|	356.0	|	4.330033261	|	10.16866485	|	-17.29839004	|	0.07	|	0.032	|	-0.049	|	-11.681	|	-64.423	|	-64.423	|	0.793	|	0.219	|	0.42	|	5.0
240.0	|	352.0	|	4.194589665	|	9.855720338	|	-17.61448437	|	0.206	|	-0.046	|	-0.13	|	-17.875	|	-75.205	|	-75.205	|	0.791	|	0.203	|	0.392	|	5.0
242.0	|	352.0	|	4.09218403	|	9.520180541	|	-17.9567543	|	0.282	|	-0.084	|	-0.179	|	-7.88	|	-81.537	|	-81.537	|	0.817	|	0.206	|	0.401	|	5.0
244.0	|	357.0	|	4.049634272	|	9.135154336	|	-18.36365161	|	0.229	|	-0.14	|	-0.045	|	12.233	|	-96.395	|	-96.395	|	0.815	|	0.201	|	0.392	|	5.0
244.0	|	361.0	|	4.03871611	|	8.723196873	|	-18.85646963	|	-0.232	|	-0.399	|	0.623	|	27.809	|	-116.957	|	-116.957	|	0.814	|	0.201	|	0.396	|	5.0
248.0	|	365.0	|	4.069759232	|	8.397404915	|	-19.26334214	|	-1.212	|	-0.681	|	2.161	|	31.978	|	-98.025	|	-98.025	|	0.805	|	0.186	|	0.384	|	5.0
252.0	|	367.0	|	4.097316565	|	8.233771519	|	-19.47920655	|	-1.06	|	-0.294	|	2.538	|	22.658	|	-53.891	|	-53.891	|	0.811	|	0.209	|	0.403	|	5.0
258.0	|	368.0	|	4.031004071	|	8.115413304	|	-19.64839644	|	-0.964	|	-0.568	|	1.462	|	-2.606	|	-41.227	|	-41.227	|	0.814	|	0.212	|	0.387	|	5.0
263.0	|	370.0	|	3.976564819	|	7.967776983	|	-19.84357568	|	-1.18	|	-1.244	|	1.781	|	2.851	|	-47.057	|	-47.057	|	0.812	|	0.199	|	0.403	|	5.0
262.0	|	372.0	|	3.915651426	|	7.847162892	|	-19.99729281	|	-1.051	|	-1.367	|	2.4	|	0.337	|	-37.779	|	-37.779	|	0.832	|	0.186	|	0.385	|	5.0
261.0	|	374.0	|	3.825969866	|	7.719281262	|	-20.16341548	|	-1.168	|	-0.786	|	2.597	|	-7.88	|	-41.792	|	-41.792	|	0.809	|	0.18	|	0.408	|	5.0
262.0	|	376.0	|	3.711568087	|	7.622573815	|	-20.29948056	|	-1.24	|	-0.49	|	2.322	|	-17.078	|	-35.209	|	-35.209	|	0.817	|	0.177	|	0.387	|	5.0
265.0	|	378.0	|	3.571767988	|	7.591965513	|	-20.36102086	|	-1.354	|	-0.626	|	2.031	|	-26.153	|	-17.154	|	-17.154	|	0.826	|	0.16	|	0.403	|	5.0
270.0	|	381.0	|	3.440690827	|	7.600509979	|	-20.38038528	|	-1.419	|	-0.633	|	2.067	|	-25.662	|	-6.81	|	-6.81	|	0.82	|	0.178	|	0.373	|	5.0
273.0	|	381.0	|	3.313716159	|	7.609741097	|	-20.39454007	|	-1.345	|	-0.575	|	2.102	|	-24.681	|	-6.246	|	-6.246	|	0.831	|	0.149	|	0.389	|	5.0
277.0	|	382.0	|	3.172554215	|	7.639805185	|	-20.38620246	|	-1.219	|	-0.519	|	1.982	|	-29.096	|	-0.667	|	-0.667	|	0.818	|	0.164	|	0.375	|	5.0
280.0	|	384.0	|	3.009558798	|	7.713743471	|	-20.3265766	|	-1.136	|	-0.41	|	1.707	|	-36.945	|	11.056	|	11.056	|	0.832	|	0.125	|	0.391	|	5.0
281.0	|	386.0	|	2.837132475	|	7.822311712	|	-20.22948775	|	-1.036	|	-0.342	|	1.396	|	-41.176	|	20.021	|	20.021	|	0.843	|	0.109	|	0.375	|	5.0
284.0	|	386.0	|	2.675089601	|	7.97303371	|	-20.08416293	|	-0.857	|	-0.278	|	1.193	|	-40.195	|	31.493	|	31.493	|	0.844	|	0.094	|	0.389	|	5.0
287.0	|	387.0	|	2.53775792	|	8.150778482	|	-19.90620306	|	-0.665	|	-0.144	|	1.02	|	-35.964	|	38.577	|	38.577	|	0.859	|	0.078	|	0.37	|	5.0
287.0	|	389.0	|	2.421927173	|	8.332400832	|	-19.71865813	|	-0.495	|	-0.071	|	0.864	|	-31.242	|	40.019	|	40.019	|	0.841	|	0.053	|	0.377	|	5.0
288.0	|	390.0	|	2.334733556	|	8.509093651	|	-19.53337419	|	-0.397	|	-0.087	|	0.76	|	-23.271	|	39.329	|	39.329	|	0.858	|	0.049	|	0.359	|	5.0
289.0	|	392.0	|	2.280791953	|	8.661608873	|	-19.37165017	|	-0.342	|	-0.093	|	0.719	|	-13.398	|	33.499	|	33.499	|	0.873	|	0.049	|	0.368	|	5.0
289.0	|	392.0	|	2.255347234	|	8.820683734	|	-19.21008734	|	-0.361	|	-0.058	|	0.581	|	-7.634	|	33.75	|	33.75	|	0.862	|	0.029	|	0.361	|	5.0
290.0	|	391.0	|	2.273094945	|	9.035886049	|	-18.99884761	|	-0.402	|	-0.035	|	0.367	|	-0.46	|	47.04	|	47.04	|	0.87	|	0.016	|	0.352	|	5.0
287.0	|	390.0	|	2.334636013	|	9.300596249	|	-18.73871384	|	-0.385	|	0.053	|	0.143	|	5.243	|	59.453	|	59.453	|	0.864	|	0.013	|	0.354	|	5.0
284.0	|	388.0	|	2.42182944	|	9.531248078	|	-18.50850886	|	-0.337	|	0.209	|	-0.029	|	8.125	|	51.679	|	51.679	|	0.852	|	0.008	|	0.361	|	5.0
279.0	|	387.0	|	2.52262149	|	9.746424893	|	-18.28319794	|	-0.307	|	0.366	|	-0.124	|	8.922	|	49.861	|	49.861	|	0.856	|	0.005	|	0.345	|	5.0
274.0	|	387.0	|	2.63754641	|	9.944710326	|	-18.06987102	|	-0.278	|	0.421	|	-0.09	|	12.111	|	46.539	|	46.539	|	0.867	|	-0.013	|	0.372	|	5.0
272.0	|	387.0	|	2.715777699	|	10.14892935	|	-17.86205428	|	-0.483	|	0.267	|	0.281	|	6.898	|	45.034	|	45.034	|	0.865	|	-0.015	|	0.354	|	5.0
274.0	|	384.0	|	2.813131636	|	10.41878434	|	-17.57285644	|	-0.718	|	0.341	|	0.865	|	9.229	|	63.214	|	63.214	|	0.865	|	-0.003	|	0.366	|	5.0
277.0	|	379.0	|	2.994461755	|	10.71010836	|	-17.24724746	|	-0.854	|	0.414	|	1.467	|	29.403	|	70.361	|	70.361	|	0.849	|	-0.002	|	0.358	|	5.0
274.0	|	368.0	|	3.187160502	|	10.99289666	|	-16.90758805	|	-0.537	|	0.61	|	1.423	|	27.502	|	72.43	|	72.43	|	0.87	|	0.006	|	0.368	|	5.0
277.0	|	355.0	|	3.354197944	|	11.23153569	|	-16.62703895	|	-0.457	|	0.706	|	0.767	|	20.941	|	60.205	|	60.205	|	0.865	|	0.0	|	0.37	|	5.0
283.0	|	345.0	|	3.456817702	|	11.48877628	|	-16.34476913	|	-0.618	|	0.45	|	0.553	|	7.021	|	61.271	|	61.271	|	0.861	|	-0.01	|	0.372	|	5.0
288.0	|	342.0	|	3.566169271	|	11.78157957	|	-16.01047948	|	-0.667	|	0.553	|	0.959	|	5.365	|	72.367	|	72.367	|	0.849	|	0.006	|	0.368	|	5.0
289.0	|	343.0	|	3.661069459	|	12.05300537	|	-15.68113452	|	-0.597	|	0.646	|	1.425	|	0.95	|	69.546	|	69.546	|	0.852	|	0.021	|	0.37	|	5.0
292.0	|	343.0	|	3.676785062	|	12.28046788	|	-15.41050366	|	-0.757	|	0.532	|	1.57	|	-14.196	|	55.504	|	55.504	|	0.843	|	0.019	|	0.373	|	5.0
305.0	|	340.0	|	3.671984784	|	12.50449596	|	-15.15843391	|	-0.964	|	0.464	|	1.467	|	-17.323	|	52.369	|	52.369	|	0.858	|	0.01	|	0.37	|	5.0
318.0	|	345.0	|	3.70476659	|	12.7168646	|	-14.91942613	|	-0.978	|	0.69	|	1.356	|	-9.903	|	49.861	|	49.861	|	0.855	|	0.026	|	0.37	|	5.0
332.0	|	350.0	|	3.76272423	|	12.91234674	|	-14.69323365	|	-0.885	|	0.869	|	1.4	|	-4.936	|	46.915	|	46.915	|	0.852	|	0.05	|	0.378	|	5.0
342.0	|	356.0	|	3.855525342	|	13.12229964	|	-14.45105575	|	-0.937	|	0.761	|	1.617	|	3.649	|	50.363	|	50.363	|	0.85	|	0.066	|	0.356	|	5.0
347.0	|	358.0	|	3.969434048	|	13.31166828	|	-14.23735641	|	-0.955	|	0.594	|	1.715	|	11.865	|	43.655	|	43.655	|	0.841	|	0.088	|	0.373	|	5.0
360.0	|	352.0	|	4.054192794	|	13.44940196	|	-14.08494478	|	-0.884	|	0.492	|	1.627	|	8.554	|	29.174	|	29.174	|	0.85	|	0.092	|	0.37	|	5.0
380.0	|	336.0	|	4.108643769	|	13.54526997	|	-13.99238685	|	-0.856	|	0.385	|	1.369	|	5.059	|	16.385	|	16.385	|	0.859	|	0.112	|	0.372	|	5.0
400.0	|	319.0	|	4.154020694	|	13.60003591	|	-13.95961131	|	-0.877	|	0.344	|	1.02	|	6.408	|	4.16	|	4.16	|	0.829	|	0.133	|	0.37	|	5.0
398.0	|	317.0	|	4.19031055	|	13.61111918	|	-13.98373354	|	-0.842	|	0.299	|	0.664	|	7.696	|	-8.252	|	-8.252	|	0.847	|	0.143	|	0.377	|	5.0
396.0	|	316.0	|	4.21542465	|	13.59441996	|	-14.04505085	|	-0.72	|	0.205	|	0.322	|	7.696	|	-16.277	|	-16.277	|	0.835	|	0.147	|	0.37	|	5.0
398.0	|	314.0	|	4.259223731	|	13.57457705	|	-14.11484093	|	-0.606	|	0.086	|	0.03	|	14.318	|	-17.53	|	-17.53	|	0.847	|	0.164	|	0.38	|	5.0
397.0	|	314.0	|	4.368743532	|	13.57308391	|	-14.16744381	|	-0.428	|	-0.102	|	-0.076	|	33.879	|	-12.327	|	-12.327	|	0.843	|	0.193	|	0.384	|	5.0
398.0	|	316.0	|	4.550077869	|	13.59595739	|	-14.1850268	|	-0.285	|	-0.251	|	-0.084	|	54.728	|	-3.174	|	-3.174	|	0.825	|	0.19	|	0.372	|	5.0
397.0	|	317.0	|	4.692358951	|	13.58574381	|	-14.23856672	|	-0.241	|	-0.253	|	0.034	|	48.105	|	-11.136	|	-11.136	|	0.828	|	0.198	|	0.37	|	5.0
396.0	|	319.0	|	4.724698683	|	13.48495526	|	-14.41184778	|	-0.275	|	-0.073	|	0.21	|	23.087	|	-39.597	|	-39.597	|	0.829	|	0.222	|	0.373	|	5.0
398.0	|	322.0	|	4.698781622	|	13.32283468	|	-14.64894848	|	-0.44	|	0.207	|	0.25	|	2.729	|	-56.336	|	-56.336	|	0.821	|	0.222	|	0.372	|	5.0
401.0	|	324.0	|	4.672744462	|	13.12027694	|	-14.91102231	|	-0.438	|	0.714	|	-0.008	|	-0.766	|	-62.918	|	-62.918	|	0.823	|	0.24	|	0.375	|	5.0
405.0	|	327.0	|	4.658929935	|	12.88311154	|	-15.20165214	|	-0.3	|	1.224	|	-0.353	|	2.545	|	-69.689	|	-69.689	|	0.784	|	0.248	|	0.385	|	5.0
408.0	|	329.0	|	4.594149997	|	12.60569248	|	-15.5394496	|	-0.225	|	1.124	|	-0.457	|	-8.248	|	-80.659	|	-80.659	|	0.8	|	0.258	|	0.366	|	5.0
407.0	|	332.0	|	4.487394189	|	12.34325004	|	-15.88225292	|	-0.215	|	0.323	|	-0.627	|	-16.464	|	-81.6	|	-81.6	|	0.796	|	0.253	|	0.375	|	5.0
404.0	|	336.0	|	4.431027111	|	12.24828134	|	-16.04575064	|	-0.568	|	-0.419	|	-0.369	|	0.337	|	-37.027	|	-37.027	|	0.799	|	0.263	|	0.385	|	5.0
402.0	|	341.0	|	4.371416809	|	12.06871649	|	-16.29453635	|	-0.584	|	-0.844	|	0.197	|	7.757	|	-56.524	|	-56.524	|	0.808	|	0.238	|	0.377	|	5.0
401.0	|	346.0	|	4.212944953	|	11.73496344	|	-16.71306992	|	-0.502	|	-1.226	|	0.613	|	-7.634	|	-96.144	|	-96.144	|	0.82	|	0.243	|	0.361	|	5.0
406.0	|	349.0	|	4.026459165	|	11.39620106	|	-17.13823208	|	-0.911	|	-1.375	|	1.224	|	-15.483	|	-98.651	|	-98.651	|	0.817	|	0.222	|	0.368	|	5.0
407.0	|	353.0	|	3.80356998	|	11.11830845	|	-17.49022091	|	-1.036	|	-1.065	|	1.667	|	-29.464	|	-82.54	|	-82.54	|	0.812	|	0.207	|	0.361	|	5.0
406.0	|	358.0	|	3.621120981	|	10.93323829	|	-17.73986626	|	-1.141	|	-0.817	|	1.403	|	-25.908	|	-58.906	|	-58.906	|	0.831	|	0.217	|	0.356	|	5.0
404.0	|	362.0	|	3.452113585	|	10.75464963	|	-17.98129536	|	-1.203	|	-0.912	|	1.28	|	-23.148	|	-57.025	|	-57.025	|	0.82	|	0.219	|	0.347	|	5.0
401.0	|	367.0	|	3.299685759	|	10.5637561	|	-18.22991178	|	-1.223	|	-1.07	|	1.584	|	-17.997	|	-59.219	|	-59.219	|	0.834	|	0.204	|	0.352	|	5.0
403.0	|	370.0	|	3.153235436	|	10.34891249	|	-18.50575316	|	-1.267	|	-0.978	|	1.685	|	-15.79	|	-66.053	|	-66.053	|	0.844	|	0.211	|	0.345	|	5.0
405.0	|	373.0	|	3.013084725	|	10.19178621	|	-18.71632067	|	-1.221	|	-0.852	|	1.393	|	-17.936	|	-50.882	|	-50.882	|	0.843	|	0.199	|	0.342	|	5.0
404.0	|	374.0	|	2.88889842	|	10.11119811	|	-18.83834393	|	-1.198	|	-0.956	|	1.264	|	-17.629	|	-29.692	|	-29.692	|	0.843	|	0.194	|	0.335	|	5.0
403.0	|	374.0	|	2.769518058	|	10.07699626	|	-18.90382714	|	-1.179	|	-1.022	|	1.46	|	-18.488	|	-16.465	|	-16.465	|	0.846	|	0.178	|	0.335	|	5.0
401.0	|	373.0	|	2.655791218	|	10.03999592	|	-18.96848636	|	-1.051	|	-0.939	|	1.568	|	-16.771	|	-16.653	|	-16.653	|	0.871	|	0.172	|	0.332	|	5.0
403.0	|	375.0	|	2.567542959	|	9.983808391	|	-19.05202409	|	-0.881	|	-0.78	|	1.548	|	-9.229	|	-21.417	|	-21.417	|	0.858	|	0.175	|	0.326	|	5.0
407.0	|	377.0	|	2.494008365	|	9.896802075	|	-19.16322286	|	-0.698	|	-0.506	|	1.401	|	-4.63	|	-29.63	|	-29.63	|	0.882	|	0.135	|	0.321	|	5.0
409.0	|	379.0	|	2.427375313	|	9.835931241	|	-19.24697437	|	-0.513	|	-0.113	|	1.029	|	-7.266	|	-24.991	|	-24.991	|	0.882	|	0.135	|	0.326	|	5.0
408.0	|	377.0	|	2.411454408	|	9.87466924	|	-19.22912942	|	-0.426	|	0.138	|	0.486	|	-6.898	|	-0.291	|	-0.291	|	0.884	|	0.118	|	0.323	|	5.0
405.0	|	368.0	|	2.470956119	|	10.05000619	|	-19.0644084	|	-0.336	|	0.176	|	0.006	|	3.587	|	36.508	|	36.508	|	0.882	|	0.1	|	0.326	|	5.0
400.0	|	357.0	|	2.559718618	|	10.33716119	|	-18.78175066	|	-0.218	|	0.015	|	-0.174	|	9.903	|	65.409	|	65.409	|	0.884	|	0.099	|	0.311	|	5.0
381.0	|	342.0	|	2.648745837	|	10.64441468	|	-18.47293978	|	-0.178	|	-0.131	|	-0.021	|	15.606	|	73.245	|	73.245	|	0.884	|	0.099	|	0.325	|	5.0
355.0	|	331.0	|	2.770188349	|	10.94529114	|	-18.14638573	|	-0.112	|	-0.207	|	0.193	|	26.276	|	77.382	|	77.382	|	0.877	|	0.097	|	0.326	|	5.0
335.0	|	330.0	|	2.854031026	|	11.21692608	|	-17.84018125	|	-0.057	|	-0.18	|	0.189	|	17.629	|	72.116	|	72.116	|	0.877	|	0.076	|	0.342	|	5.0
330.0	|	335.0	|	2.889105708	|	11.50677408	|	-17.55017104	|	-0.176	|	-0.08	|	-0.003	|	-0.153	|	67.791	|	67.791	|	0.871	|	0.068	|	0.339	|	5.0
328.0	|	337.0	|	2.919581783	|	11.79163742	|	-17.26246185	|	-0.422	|	0.103	|	-0.309	|	-8.615	|	65.534	|	65.534	|	0.87	|	0.065	|	0.345	|	5.0
329.0	|	338.0	|	2.964798978	|	12.08279367	|	-16.9544113	|	-0.447	|	0.351	|	-0.623	|	-9.658	|	68.982	|	68.982	|	0.877	|	0.047	|	0.323	|	5.0
334.0	|	338.0	|	2.97543906	|	12.38632675	|	-16.62027701	|	-0.264	|	0.414	|	-0.617	|	-22.351	|	74.373	|	74.373	|	0.861	|	0.045	|	0.344	|	5.0
341.0	|	340.0	|	2.950713271	|	12.74953851	|	-16.19330017	|	0.008	|	0.256	|	-0.279	|	-39.827	|	96.127	|	96.127	|	0.868	|	0.073	|	0.328	|	5.0
346.0	|	340.0	|	2.867507051	|	13.11984591	|	-15.8113104	|	-0.316	|	-0.047	|	0.115	|	-40.195	|	88.667	|	88.667	|	0.88	|	0.068	|	0.332	|	5.0
351.0	|	342.0	|	2.889619736	|	13.38578871	|	-15.54732337	|	-0.965	|	-0.046	|	0.38	|	-8.002	|	60.268	|	60.268	|	0.879	|	0.065	|	0.323	|	5.0
356.0	|	345.0	|	2.990137589	|	13.63522488	|	-15.29340513	|	-0.806	|	0.205	|	0.585	|	9.045	|	56.319	|	56.319	|	0.87	|	0.062	|	0.328	|	5.0
359.0	|	349.0	|	3.032973433	|	13.95999432	|	-14.93171432	|	-0.821	|	0.476	|	1.231	|	-15.851	|	79.326	|	79.326	|	0.894	|	0.07	|	0.319	|	5.0
362.0	|	352.0	|	3.078081405	|	14.33544792	|	-14.49659376	|	-0.985	|	0.611	|	2.027	|	-20.205	|	94.81	|	94.81	|	0.888	|	0.065	|	0.34	|	5.0
366.0	|	352.0	|	3.062673769	|	14.67476112	|	-14.10847099	|	-0.968	|	0.714	|	1.627	|	-34.86	|	84.78	|	84.78	|	0.888	|	0.063	|	0.326	|	5.0
373.0	|	353.0	|	3.065915431	|	14.94396337	|	-13.81117557	|	-1.172	|	0.776	|	1.354	|	-24.191	|	64.406	|	64.406	|	0.873	|	0.049	|	0.326	|	5.0
380.0	|	355.0	|	3.098225636	|	15.18465349	|	-13.55156742	|	-1.167	|	0.748	|	1.213	|	-14.809	|	56.319	|	56.319	|	0.874	|	0.083	|	0.316	|	5.0
385.0	|	355.0	|	3.155292327	|	15.35627498	|	-13.3694255	|	-1.148	|	0.679	|	1.409	|	-3.097	|	37.637	|	37.637	|	0.874	|	0.081	|	0.323	|	5.0
385.0	|	357.0	|	3.215662081	|	15.49765639	|	-13.21815184	|	-1.062	|	0.646	|	1.56	|	-0.644	|	29.989	|	29.989	|	0.89	|	0.094	|	0.313	|	5.0
381.0	|	358.0	|	3.259843486	|	15.61670161	|	-13.09011798	|	-1.033	|	0.804	|	1.43	|	-4.568	|	24.848	|	24.848	|	0.877	|	0.099	|	0.323	|	5.0
375.0	|	358.0	|	3.300327689	|	15.69954797	|	-13.01499628	|	-1.103	|	0.688	|	1.227	|	-1.012	|	13.564	|	13.564	|	0.87	|	0.123	|	0.3	|	5.0
370.0	|	358.0	|	3.317252739	|	15.71053559	|	-13.03044653	|	-1.054	|	0.448	|	1.122	|	1.257	|	-7.312	|	-7.312	|	0.87	|	0.118	|	0.325	|	5.0
364.0	|	359.0	|	3.276666888	|	15.65460679	|	-13.13148475	|	-0.966	|	0.273	|	0.984	|	-5.979	|	-26.37	|	-26.37	|	0.874	|	0.141	|	0.311	|	5.0
362.0	|	360.0	|	3.206280373	|	15.55742818	|	-13.28319325	|	-0.841	|	0.128	|	0.823	|	-8.186	|	-37.967	|	-37.967	|	0.871	|	0.13	|	0.318	|	5.0
364.0	|	361.0	|	3.139631726	|	15.46619378	|	-13.43441534	|	-0.698	|	-0.121	|	0.682	|	-2.851	|	-35.961	|	-35.961	|	0.877	|	0.164	|	0.319	|	5.0
369.0	|	362.0	|	3.068595186	|	15.37751956	|	-13.57897904	|	-0.58	|	-0.367	|	0.482	|	-0.705	|	-32.89	|	-32.89	|	0.859	|	0.175	|	0.318	|	5.0
377.0	|	364.0	|	2.971808796	|	15.28282385	|	-13.73033722	|	-0.526	|	-0.416	|	0.223	|	-6.776	|	-34.331	|	-34.331	|	0.865	|	0.175	|	0.297	|	5.0
383.0	|	364.0	|	2.834629368	|	15.17914942	|	-13.89626449	|	-0.464	|	-0.294	|	-0.086	|	-18.059	|	-38.155	|	-38.155	|	0.876	|	0.188	|	0.321	|	5.0
387.0	|	365.0	|	2.655512572	|	15.06121951	|	-14.08108097	|	-0.381	|	-0.155	|	-0.339	|	-30.261	|	-43.108	|	-43.108	|	0.856	|	0.214	|	0.299	|	5.0
389.0	|	365.0	|	2.445254335	|	14.93642827	|	-14.26982251	|	-0.332	|	-0.018	|	-0.554	|	-41.299	|	-45.302	|	-45.302	|	0.852	|	0.204	|	0.302	|	5.0
387.0	|	365.0	|	2.224773253	|	14.82116363	|	-14.4393353	|	-0.307	|	0.176	|	-0.745	|	-49.516	|	-41.666	|	-41.666	|	0.87	|	0.23	|	0.281	|	5.0
384.0	|	364.0	|	2.014468092	|	14.73053495	|	-14.5742572	|	-0.339	|	0.343	|	-0.876	|	-51.233	|	-33.83	|	-33.83	|	0.87	|	0.246	|	0.292	|	5.0
383.0	|	364.0	|	1.845526019	|	14.65990453	|	-14.6853362	|	-0.326	|	0.334	|	-0.869	|	-42.157	|	-28.439	|
